rows,reason,prediction,prediction_name,direction,normalized_item,example_item,example_description,example_provider,mean_top1
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,integral bajo 2,Integral Bajo 2,84m3,TRANSPORTES G & G SPA,0.7349
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,juego ducha eurospray cromo duschy,JUEGO DUCHA EUROSPRAY CROMO - DUSCHY,JUEGO DUCHA EUROSPRAY CROMO - DUSCHY,COMERCIAL HARCHA SPA,0.2
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,mano de obra pedro,MANO DE OBRA PEDRO,MANO DE OBRA PEDRO,INVERSIONES DEL RANCO LIMITADA,0.1304
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,materiales,MATERIALES,MATERIALES,INVERSIONES DEL RANCO LIMITADA,0.3272
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,portones acceso,portones acceso,saldo 30% restante proyecto portones acceso yutreco y el maiten.,SOCIEDAD DE INVERSIONES MVM SPA,0.2256
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,presupuesto n 2294 2025,PRESUPUESTO N° 2294/2025,"DESCONEXION , CASA HABITACION EN DESARME FUNDO EN ARRIENDO SECTOR YUTRECO",ROBERTO RENÉ RODRIGUEZ ARANCIBIA MONTAJES ELECTRICOS E INDUSTRIALES.,0.3368
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,rendicion gastos viaje consultores,Rendición gastos viaje consultores,"Rendición gastos proyecto ""Diagnóstico y road map para modelamiento ejecutivos familiares como equipo de alto desempeño"" RFP 2404_008 Consultores: Paula Arias -Maite Astete - Gonzalo Jiménez",ASESORIAS PROTEUS DISRUPTION LIMITADA,0.2973
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,reparacion bombas elevacion,REPARACION BOMBAS ELEVACION,,SOCIEDAD TOROYO LTDA,0.3549
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,retroescabadora,Retroescabadora,12 horas,TRANSPORTES G & G SPA,0.4584
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,segun oc,Según OC,50% anticipos,INDUSTRIAL RIEGO SPA,0.3943
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,servicio de carga,SERVICIO DE CARGA,ORD 4.268.103 2/01/2026 30.700,TRANSPORTES CRUZ DEL SUR LIMITADA,0.6633
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,servicio grua,Servicio grua,Traslado camioneta desde Fundo Raices - Rio Bueno a Osorno,TRANSPORTES Y SERVICIOS MECANICOS DUCK SPA,0.2372
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,stink el increible nino menguante,STINK. EL INCREÍBLE NIÑO MENGUANTE,,Ainilebu SPA,0.4452
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,terminal soldar hi 1 2,"TERMINAL SOLDAR HI 1/2""","TERMINAL SOLDAR HI 1/2""",COMERCIAL HARCHA SPA,0.213
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,traslado de balsa,Traslado de Balsa,desde Fundo a Taller sector el LLolly.,TRANSPORTES Y GRÚAS CACERES SPA,0.3642
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,traslado de carro de agua,traslado de carro de agua,de fundo el maiten a fundo raices,ELIER HOMERO REVILLARD GAYOSO,0.1795
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,traslado de maquina,Traslado de maquina,"Trabajos en campo Las Quemas, Futrono",GUARDA SPA,0.375
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,traslado de material,TRASLADO DE MATERIAL,DE FUNDO EL TINEO A FUNDO EL MAITEN 606 M3 X180=109.080 X 42 KM,TRANSPORTES PINILLA SPA,0.3969
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,traslado de tractor,Traslado de Tractor,John Deere desde sector Nontuela hasta taller Toroyo Osorno.,SOCIEDAD DE TRANSPORTES Y SERVICIOS MECÁNICOS MAY LIMITADA,0.3979
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,traslado tractor,traslado tractor,fundo el maiten a osorno taller,ELIER HOMERO REVILLARD GAYOSO,0.2504
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,venta material,VENTA MATERIAL,MAICILLO,GEO PARTNER SPA,0.5979
1,low_confidence,EXP-14.1,Mantencion Caminos,COMPRAS,viajes tag del periodo anterior,Viajes TAG del Periodo Anterior,,SOCIEDAD CONCESIONARIA RUTA 5 TALCA-CHILLAN S.A.,0.3916
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,1x4x3 20 pino bruto,1X4X3.20 PINO BRUTO,,MADERAS GUERRA Y COMPANIA LIMITADA,0.3534
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,212095 walkease bloques s rojo pqt x10 c u,212095 Walkease Bloques S Rojo pqt.X10 - C/U,Walkease Bloques S Rojo pqt.X10 - C/U,Comercial Shoof International Chile Ltda,0.2559
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,amarra plastica 7 5 x 500 mm,"AMARRA PLASTICA 7,5 X 500 MM",,FERIA REMEHUE LTDA.,0.2748
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,anillo final 16mm,Anillo Final 16mm,,PUELCHE LOS RIOS SOCIEDAD POR ACCIONES,0.2166
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,barra toma tierra 11 5 mm x 1 mts corriente,"BARRA TOMA TIERRA 11,5 MM X 1 MTS.CORRIENTE",,ELECTROCOM S.A.,0.2097
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,cadena acma grueso 8 0mm 15 x 20 x 4 5 metros,CADENA ACMA GRUESO-8 0MM 15 X 20 X 4 5 METROS -@,CADENA ACMA GRUESO-8 0MM 15 X 20 X 4 5 METROS -@,DORIS IVONNE CASTILLO KANTER,0.4131
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,caja torn pb 12x14x 3 4 g neop p 3,CAJA TORN PB 12x14x 3/4 G/NEOP P#3,CAJA TORN PB 12x14x 3/4 G/NEOP P#3,Acenor Aceros Del Norte S.A.,0.3009
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,caneria cobre l 1 2 x 6 mt,"CAÑERIA COBRE ""L"" 1/2""X 6 MT","CAÑERIA COBRE ""L"" 1/2""X 6 MT",COMERCIAL HARCHA SPA,0.3409
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,caneria l 1 x 1 mt klt,CANERIA L 1 X 1 MT KLT,,EASY RETAIL S.A.,0.3614
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,cer 33x33 granito gris 2 07m2,"CER 33X33 GRANITO GRIS 2,07M2",,SODIMAC S.A.,0.2704
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,cerco mooro grande puntil,cerco mooro grande puntil,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.4745
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,cerco nvo copihues,cerco nvo copihues,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.474
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,cerco nvo ulmos,cerco nvo ulmos,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.3782
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,cerco poncho,cerco poncho,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.5211
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,cerco pozo lastre nuevo,cerco pozo lastre nuevo,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.4194
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,cercos,cercos,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.4128
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,cerr11 cerrad sobrep 2010 chilena puerta 129831,CERR11-CERRAD SOBREP 2010 CHILENA PUERTA 129831 -@,CERR11-CERRAD SOBREP 2010 CHILENA PUERTA 129831 -@,DORIS IVONNE CASTILLO KANTER,0.261
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,cinta 33 super v negra 3 4 x 20 mts 3,CINTA 33+ SUPER V NEGRA 3 4 X 20 MTS 3 -@,CINTA 33+ SUPER V NEGRA 3 4 X 20 MTS 3 -@,DORIS IVONNE CASTILLO KANTER,0.2339
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,cinta de goma n 23 3 4 x 5 mts xe002400861,CINTA DE GOMA n 23 3/4 X 5 MTS. XE002400861,,ELECTROCOM S.A.,0.2888
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,cinta embalaje transp 48 x 40 mt sellocinta,CINTA EMBALAJE TRANSP. 48 X 40 MT SELLOCINTA,,PROVEEDORES INTEGRALES DEL SUR S.A.,0.453
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,clavo terrano 1 1 2 x 11,"CLAVO TERRANO 1 1/2"" X 11","CLAVO TERRANO 1 1/2"" X 11",COMERCIAL HARCHA SPA,0.5981
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,clavo terrano 1 1 2kg cun06c,CLAVO TERRANO 1 1/2KG CUN06C,,SODIMAC S.A.,0.4828
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,clavo terrano de 1 1 2 kg,CLAVO TERRANO DE 1 1 2 KG -@,CLAVO TERRANO DE 1 1 2 KG -@,DORIS IVONNE CASTILLO KANTER,0.4339
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,cordel yute 12 mm 9 7 mts x kg real,CORDEL YUTE 12 MM (9.7 MTS X KG REAL) -@,CORDEL YUTE 12 MM (9.7 MTS X KG REAL) -@,DORIS IVONNE CASTILLO KANTER,0.3717
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,dias desbrozadora,dias desbrozadora,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.4829
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,dias trabajados,dias trabajados,,CONSTRUCCIONES Y PRESTACIÓN DE SERVICIOS VICENTE DIOCARES E.I.R.L.,0.7276
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,garlon 4 3 79 l,"GARLON 4 3,79 L",,COAGRA S.A.,0.2985
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,huinchas 11 2x4 20,huinchas 11/2x4.20,,VENTAS DE REPUESTOS DAVID BASTIAS CHAMORRO E.I.R.L.,0.3241
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,kilometros por dia,KILOMETROS POR DIA,,DAVID ISAIAS MARDONES YANEZ,0.1865
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,km y traslado peajes,KM Y TRASLADO PEAJES,,SOCIEDAD TOROYO LTDA,0.1736
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,lavaplato 0 80 x 0 50 mt 1c 1e der p monoblock,LAVAPLATO 0.80 X 0.50 MT 1C/1E DER.P/MONOBLOCK,LAVAPLATO 0.80 X 0.50 MT 1C/1E DER.P/MONOBLOCK,COMERCIAL HARCHA SPA,0.2347
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,levantamiento topografico,Levantamiento Topografico,Levantamiento Topografico proyecto de drenajes.,TOPOGRAFÍA DANIEL ALEJANDRO HERRERA GUTIERREZ E.I.R.L.,0.1895
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,malla gal 3g 3 8mm 1 85x5 0 mt,MALLA GAL 3G 3.8MM 1.85x5.0 Mt,MALLA GAL 3G 3.8MM 1.85x5.0 Mt,Acenor Aceros Del Norte S.A.,0.5636
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,msd cepillado 1x 4 x 3 20 mt,"MSD CEPILLADO 1X 4"" X 3,20 MT","MSD CEPILLADO 1X 4"" X 3,20 MT",COMERCIAL HARCHA SPA,0.3158
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,msd cepillado 1x8 x 3 20 mt,"MSD CEPILLADO 1X8"" X 3,20 MT","MSD CEPILLADO 1X8"" X 3,20 MT",COMERCIAL HARCHA SPA,0.3454
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,mt caneria polietileno 1 2 tigre,"MT. CANERIA POLIETILENO 1/2"" TIGRE",,COMERCIAL CLIMENT SPA,0.3387
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,perlon trenzado 12mm 15 87 mt x kg real,PERLON TRENZADO 12MM (15.87 MT X KG REAL) -@,PERLON TRENZADO 12MM (15.87 MT X KG REAL) -@,DORIS IVONNE CASTILLO KANTER,0.2364
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,perlon trenzado 14mm 9 75 mt x kg real,PERLON TRENZADO 14MM (9.75 MT X KG REAL -@,PERLON TRENZADO 14MM (9.75 MT X KG REAL -@,DORIS IVONNE CASTILLO KANTER,0.2437
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,perlon trenzado 3mm 250 mt x kg real,PERLON TRENZADO 3MM (250 MT X KG REAL) -@,PERLON TRENZADO 3MM (250 MT X KG REAL) -@,DORIS IVONNE CASTILLO KANTER,0.1508
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,pilar acma 15 x 15 x 3 metros,PILAR ACMA 15 X 15 X 3 METROS -@,PILAR ACMA 15 X 15 X 3 METROS -@,DORIS IVONNE CASTILLO KANTER,0.2714
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,pino cepillado seco 1 x 6 x 3 20 mts,PINO CEPILLADO SECO 1 X 6 X 3 20 MTS -@,PINO CEPILLADO SECO 1 X 6 X 3 20 MTS -@,DORIS IVONNE CASTILLO KANTER,0.2577
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,pino cepillado seco 2 x 2 x 3 20 mts,PINO CEPILLADO SECO 2 X 2 X 3 20 MTS -@,PINO CEPILLADO SECO 2 X 2 X 3 20 MTS -@,DORIS IVONNE CASTILLO KANTER,0.2253
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,plancha lisa fibrocemento 6 0mm 1 20x2 40 mts,PLANCHA LISA FIBROCEMENTO 6.0MM 1.20X2.40 MTS,PLANCHA LISA FIBROCEMENTO 6.0MM 1.20X2.40 MTS,COMERCIAL HARCHA SPA,0.1741
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,plancha zinc ondulado 3 66m x 0 35mm,"PLANCHA ZINC ONDULADO 3,66M X 0,35MM","PLANCHA ZINC ONDULADO 3,66M X 0,35MM",COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,0.4736
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,policarbonato perfil h 4 6 clear x 2 90 mt leker,"POLICARBONATO PERFIL H 4-6 CLEAR X 2,90 MT LEKER -@","POLICARBONATO PERFIL H 4-6 CLEAR X 2,90 MT LEKER -@",DORIS IVONNE CASTILLO KANTER,0.286
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,pomel 1 2 x 80 mm,POMEL 1/2 x 80 mm,POMEL 1/2 x 80 mm,Acenor Aceros Del Norte S.A.,0.19
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,portones,portones,,CONSTRUCTORA RAUL ERNESTO PALMA RISOPATRON E.I.R.L.,0.3989
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,tensor cable ojo gancho 5 16 pulg m8,TENSOR CABLE OJO GANCHO 5/16 PULG M8 -@,TENSOR CABLE OJO GANCHO 5/16 PULG M8 -@,DORIS IVONNE CASTILLO KANTER,0.6263
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,tensor ojo gancho 1,"TENSOR OJO GANCHO 1""","TENSOR OJO GANCHO 1""",COMERCIAL HARCHA SPA,0.3908
1,low_confidence,EXP-14.2,Mantencion Cercos,COMPRAS,zinc 5v tingle 0 35 x 3 00 mts,ZINC 5V TINGLE 0 35 X 3 00 MTS -@,ZINC 5V TINGLE 0 35 X 3 00 MTS -@,DORIS IVONNE CASTILLO KANTER,0.2708
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,,.,Suministro y montaje de 3 cámaras solares,MARIO NICOLAS SANCHEZ SANTANA,0.4121
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,35 de anticipo de,35% de anticipo de,construccion galpon Fundo el Maiten,CONSTRUCTORA RAUL ERNESTO PALMA RISOPATRON E.I.R.L.,0.205
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,44024 bandola d ac c seg 3 8 x 3 1 2,44024 BANDOLA D AC. C SEG. 3 8 X 3 1/2 -@,44024 BANDOLA D AC. C SEG. 3 8 X 3 1/2 -@,DORIS IVONNE CASTILLO KANTER,0.2071
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,abrazadera cremallera 16 25mm,Abrazadera Cremallera 16-25mm,,COMERCIALIZADORA RIEGO BUENO LIMITADA,0.1869
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,abrazadera tubo bajada arena p25 vinilit 80 mm,ABRAZADERA TUBO BAJADA ARENA P25 - VINILIT 80 MM,ABRAZADERA TUBO BAJADA ARENA P25 - VINILIT 80 MM,COMERCIAL HARCHA SPA,0.1783
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,aceites natu,ACEITES NATU,UN 0000,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,0.1423
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,adicionales segun,adicionales segun,presupuesto,CONSTRUCTORA RAUL ERNESTO PALMA RISOPATRON E.I.R.L.,0.1533
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,aerofotogrametria,Aerofotogrametria,"Predios El Maiten, Tineo y Bramadero",SOCIEDAD DE SERVICIOS INTEGRALES SICAV SPA,0.6097
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,alicate universal 7 aislante 1000v t201 7x 17329 t,"ALICATE UNIVERSAL 7"" AISLANTE 1000V T201-7X (17329) T",,COMERCIAL CLIMENT SPA,0.1833
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,ampolleta h4,ampolleta h4,,ESTEBAN HIGINIO VERA CARDENAS,0.2681
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,ampolleta h7,AMPOLLETA H7,,COMERCIALIZADORA DE REPUESTOS ALEJANDRA XIMENA MUÑOZ BALTRA E.I.R.L.,0.1607
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,ara 24x350,ARA 24X350,UN 0000,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,0.3369
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,arco de sierra 12 total tht54166,ARCO DE SIERRA 12 TOTAL THT54166 -@,ARCO DE SIERRA 12 TOTAL THT54166 -@,DORIS IVONNE CASTILLO KANTER,0.1741
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,arnes 3 argollas t xl,ARNES 3 ARGOLLAS T/XL,,MARYUN SEGURIDAD INDUSTRIAL SPA,0.1557
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,arreglo asiento tractor,Arreglo asiento tractor,del Bramadero,SANDRA PAULINA VALLADARES RIOS,0.1545
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,asistencia tecnica,Asistencia Técnica,Rep. Sistema de Red DPNET Identificación Sala Rotativa,EMVI INGENIERÍA Y SOLUCIONES INDUSTRIALES SPA,0.3317
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,aspen natural 8mm prk507 aquaprotec,ASPEN NATURAL 8MM - (PRK507) AQUAPROTEC,ASPEN NATURAL 8MM - (PRK507) AQUAPROTEC,Comercial K SpA,0.1632
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,bandeja metalica 2 pisos 391746 lavoro pro111,BANDEJA METALICA 2 PISOS 391746 LAVORO PRO111,BANDEJA METALICA 2 PISOS 391746 LAVORO PRO111,KARIM KLETT DIEZ,0.1995
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,barra de cuna desparramador g2x2,BARRA DE CUNA DESPARRAMADOR G2X2,BARRA DE CUNA DESPARRAMADOR G2X2,GALLAGHER CHILE SPA,0.2352
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,bhb 86684,BHB 86684,,LABORATORIOS Y SERVICIOS VETERINARIOS VALDIVIA LTDA,0.1968
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,bisagra 35mm semicurva star bis 98010,BISAGRA 35MM SEMICURVA STAR BIS 98010 -@,BISAGRA 35MM SEMICURVA STAR BIS 98010 -@,DORIS IVONNE CASTILLO KANTER,0.3111
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,bobina ms360 ms390,BOBINA MS360 MS390,BOBINA MS360 MS390,INVERSIONES DEL RANCO LIMITADA,0.3546
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,bol bps grip 1 6 negro bpsgpxbb pilot ime111,BOL BPS GRIP 1 6 NEGRO BPSGPXBB PILOT IME111,BOL BPS GRIP 1 6 NEGRO BPSGPXBB PILOT IME111,KARIM KLETT DIEZ,0.1271
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,bolsa de aseo superior 110 x 120,BOLSA DE ASEO SUPERIOR 110 X 120,,DOÑA SOFIA SPA,0.1283
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,bomba fly con manguera,BOMBA FLY CON MANGUERA,,INGENIERIA Y CONSTRUCCION ELIMAQ LIMITADA,0.3533
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,bomba rovatti f33k100 47 3h,BOMBA ROVATTI F33K100&#47;3H,,ENTRE RIEGOS DEL SUR SPA,0.2486
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,bomba sumergible pvxc 30 50 380v 3hp 105985 pedroll,BOMBA SUMERGIBLE PVXC 30/50 380V 3HP (105985) PEDROLL,,COMERCIAL CLIMENT SPA,0.3225
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,broches plasticos,BROCHES PLASTICOS,,COMERCIALIZADORA DE REPUESTOS ALEJANDRA XIMENA MUÑOZ BALTRA E.I.R.L.,0.1172
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,buje corto cem pvc presion 25 x 20 mm,BUJE CORTO CEM PVC PRESION 25 X 20 MM,BUJE CORTO CEM PVC PRESION 25 X 20 MM,COMERCIAL HARCHA SPA,0.2558
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,bushing plast bco hi he 1 1 4 x 1,"BUSHING PLAST.BCO.HI HE 1,1/4 X 1""",,COMERCIAL CLIMENT SPA,0.3859
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,bushing plast bco hi he 3 4 x 1 2,"BUSHING PLAST.BCO.HI HE 3/4 X 1/2""",,COMERCIAL CLIMENT SPA,0.3344
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,c cet 86684,C CET 86684,,LABORATORIOS Y SERVICIOS VETERINARIOS VALDIVIA LTDA,0.1548
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,cable poly bla 6ss 500m,CABLE POLY BLA 6SS 500M,CABLE POLY BLA 6SS 500M,GALLAGHER CHILE SPA,0.2377
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,cabo de vida perlon 1 80 m mosq escala,CABO DE VIDA PERLON 1.80 M MOSQ.ESCALA,,MARYUN SEGURIDAD INDUSTRIAL SPA,0.1715
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,cadena motosierra 325 1 6 34 dientes 45 pulg ms 250,CADENA MOTOSIERRA 325-1 6 34 DIENTES 45 PULG. MS-250 -@,CADENA MOTOSIERRA 325-1 6 34 DIENTES 45 PULG. MS-250 -@,DORIS IVONNE CASTILLO KANTER,0.1378
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,cam camara 24 14 9 13 tr218a,CAM-CAMARA 24 14.9/13 TR218A,CAM-CAMARA 24 14.9/13 TR218A,AUTOMOTRIZ SALFA SUR LIMITADA,0.1825
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,canaleta pvc arena p25 x 4 mts vinilit,CANALETA PVC ARENA P25 X 4 MTS VINILIT,CANALETA PVC ARENA P25 X 4 MTS VINILIT,COMERCIAL HARCHA SPA,0.5249
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,caneria c gotero 1 6 l h 20cm rollo 550mm,Cañeria c/Gotero 1.6 L/H 20cm Rollo 550mm,,PUELCHE LOS RIOS SOCIEDAD POR ACCIONES,0.1995
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,caneria de inyeccion,CAÑERIA DE INYECCION,,SOCIEDAD TOROYO LTDA,0.0897
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,carro de terneros k438 marca kea,Carro de terneros k438 marca kea,Usado en el estado que se encuentra,AGRICOLA Y GANADERA EMERALD LIMITADA,0.1525
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,cercos raices,CERCOS RAICES,2397mtrs x300,CONSTRUCTORA DSL SPA,0.2477
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,cerr250 cerradura pomo negra dormitorio kutz,CERR250-CERRADURA POMO NEGRA DORMITORIO KUTZ -@,CERR250-CERRADURA POMO NEGRA DORMITORIO KUTZ -@,DORIS IVONNE CASTILLO KANTER,0.184
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,cinta enmascarar 24mm x 30 mt ecosa,CINTA ENMASCARAR 24MM X 30 MT ECOSA -@,CINTA ENMASCARAR 24MM X 30 MT ECOSA -@,DORIS IVONNE CASTILLO KANTER,0.1161
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,cinta teflon agua 1 2 x 10mt rayun,CINTA TEFLON AGUA 1/2 X 10MT RAYUN -@,CINTA TEFLON AGUA 1/2 X 10MT RAYUN -@,DORIS IVONNE CASTILLO KANTER,0.2461
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,coca cola 2l,COCA COLA 2L,UN 0001,ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA,0.1486
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,codo cem pvc presion 90o 20 mm,CODO CEM PVC PRESION 90º 20 MM,CODO CEM PVC PRESION 90º 20 MM,COMERCIAL HARCHA SPA,0.2637
1,low_confidence,EXP-14.3,Mantencion Agua y Purines,COMPRAS,codo cem pvc presion 90o 25 mm,CODO CEM PVC PRESION 90º 25 MM,CODO CEM PVC PRESION 90º 25 MM,COMERCIAL HARCHA SPA,0.2644
