supplier,folio,item,amount,decision,source,top1_score,predicted,top3,accountant_categories,top1_matches_ledger,doc_has_single_account
COMERCIAL CERES SPA,52302,10.420.150.106.R0128,37674,review_required,model,0.3422,EXP-13.1,EXP-13.1|EXP-13.3|EXP-15.3,EXP-13.1,True,True
COMERCIAL CERES SPA,52302,10.510.290.128.R0044,429686,review_required,model,0.4525,EXP-13.1,EXP-13.1|EXP-14.1|EXP-14.2,EXP-13.1,True,True
COMERCIAL CERES SPA,52302,10.410.280.154.R0033,10176,review_required,model,0.3121,EXP-13.1,EXP-13.1|EXP-10.4|EXP-13.3,EXP-13.1,True,True
COMERCIAL CERES SPA,52302,MC.RFO.KUHN,560000,review_required,model,0.323,EXP-14.4,EXP-14.4|EXP-13.3|EXP-13.1,EXP-13.1,False,True
COMERCIAL CERES SPA,52302,TV.KUHN,105000,review_required,model,0.4815,ADM-1.2,ADM-1.2|EXP-13.3|EXP-13.1,EXP-13.1,False,True
COMERCIAL CERES SPA,52302,KM.KUHN,61600,review_required,model,0.1774,EXP-16.2,EXP-16.2|EXP-10.1|EXP-13.3,EXP-13.1,False,True
COMERCIAL CERES SPA,52302,IN.KUHN,180000,review_required,model,0.1037,EXP-14.1,EXP-14.1|ADM-1.10|EXP-10.1,EXP-13.1,False,True
CENCOSUD RETAIL S.A.,27173192,VINO GATO CARMENERE 12G BOT 1500CC,8380,review_required,model,0.2699,EXP-1.1,EXP-1.1|ADM-1.6|EXP-10.3,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27173192,CARAMELOS ICE BREAKER FRUT ACID S AZ 42G,3390,review_required,model,0.4154,EXP-1.1,EXP-1.1|ADM-1.6|EXP-10.3,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27173192,CARAMELOS MENTOS CLEARBREATH VERDE 17.5,1650,review_required,model,0.443,EXP-1.1,EXP-1.1|EXP-10.3|ADM-1.6,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27173192,CHICLE BIGTIME POCKET MENTA 12X2G,3590,review_required,model,0.2261,EXP-1.1,EXP-1.1|ADM-1.6|EXP-16.2,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27173192,CERVEZA HEINEKEN X12 5.0G PAK 350CC,16980,review_required,model,0.7272,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27173192,BEBIDA COCA COLA PET 1.5 LT,2990,auto_accept,model,0.9166,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27173192,CERVEZA CRISTAL CERO RADLER 0 350CC PAC,7966,review_required,model,0.7406,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27173192,CERVEZA CRISTAL CERO 0 LATA 350CC PACK,7966,auto_accept,model,0.7662,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27173192,BEBIDA SPRITE ZERO PET 1.5LT,2990,review_required,model,0.6922,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
CENCOSUD RETAIL S.A.,27173192,BEBIDA FANTA PET 1.5L,2990,auto_accept,model,0.766,EXP-1.1,EXP-1.1|ADM-1.6|ADM-1.5,EXP-1.1,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30614128,QUESO REGGIANITO TROZO 200 gr.,35940,review_required,model,0.1994,EXP-10.3,EXP-10.3|EXP-8.2|EXP-2.2,EXP-1.1,False,True
ORLANDO RICARDO BERTIN MONSALVE,976,VIAJE 35 TERNEROS,140000,review_required,model,0.3016,EXP-15.3,EXP-15.3|EXP-14.1|ADM-1.7,EXP-15.3,True,True
SOCIEDAD PRESTACIÓN DE SERVICIOS AGRÍCOLA MYO SPA,124,Arriendo mensual tractor,2500000,review_required,model,0.5493,EXP-15.4,EXP-15.4|EXP-15.5|AF-2.1,EXP-15.4,True,True
SOCIEDAD PRESTACIÓN DE SERVICIOS AGRÍCOLA MYO SPA,124,traslado,150000,review_required,model,0.61,EXP-15.3,EXP-15.3|ADM-1.7|EXP-14.1,EXP-15.4,False,True
PROVEEDORES INTEGRALES DEL SUR S.A.,1815066,PAPEL FOTOC. CARTA 75 GR PRISA 500 HJ,29900,auto_accept,model,0.9334,ADM-1.6,ADM-1.6|EXP-2.6|EXP-14.2,ADM-1.6,True,True
PROVEEDORES INTEGRALES DEL SUR S.A.,1815066,PLUMON PIZARRA ROJO P.REDONDA PROARTE,1624,review_required,model,0.163,EXP-16.2,EXP-16.2|EXP-10.1|EXP-3.1,ADM-1.6,False,True
PROVEEDORES INTEGRALES DEL SUR S.A.,1815066,PLUMON PIZARRA AZUL P.REDONDA PROARTE,1624,review_required,model,0.2378,EXP-10.1,EXP-10.1|EXP-14.4|EXP-13.1,ADM-1.6,False,True
PROVEEDORES INTEGRALES DEL SUR S.A.,1815066,PLUMON PIZARRA NEGRO P.REDONDA PROARTE,1624,review_required,model,0.3378,EXP-14.2,EXP-14.2|EXP-4.1|EXP-14.4,ADM-1.6,False,True
PROVEEDORES INTEGRALES DEL SUR S.A.,1815066,MARCADOR PERMAN.ARTEL P.REDONDA 50 NEGRO,1110,review_required,model,0.4658,EXP-14.2,EXP-14.2|EXP-4.1|EXP-14.4,ADM-1.6,False,True
PROVEEDORES INTEGRALES DEL SUR S.A.,1815066,CLIPS N 1 PUNTA REDONDA TORRE X 100 UND,286,review_required,model,0.3277,EXP-8.3,EXP-8.3|EXP-2.2|EXP-10.3,ADM-1.6,False,True
PROVEEDORES INTEGRALES DEL SUR S.A.,1815066,CINTA EMBALAJE TRANSP. 48 X 40 MT OFIXPRES,750,review_required,model,0.6344,EXP-14.2,EXP-14.2|AF-2.1|EXP-14.4,ADM-1.6,False,True
PROVEEDORES INTEGRALES DEL SUR S.A.,1815066,ADHESIVO BARRA 36 GR. TORRE.,1800,review_required,model,0.223,EXP-10.4,EXP-10.4|EXP-15.2|EXP-14.4,ADM-1.6,False,True
PROVEEDORES INTEGRALES DEL SUR S.A.,1815066,CORRECTOR CINTA 5MM STAND UP TORRE SURTIDO,3400,review_required,model,0.2682,EXP-14.2,EXP-14.2|EXP-14.4|AF-2.1,ADM-1.6,False,True
PROVEEDORES INTEGRALES DEL SUR S.A.,1815066,TONER BROTHER TN-3429 DCP-L56500DN/5100DN 3000PAG,73000,review_required,model,0.7288,ADM-1.6,ADM-1.6|EXP-5.2|EXP-15.3,ADM-1.6,True,True
PROVEEDORES INTEGRALES DEL SUR S.A.,1815066,CUADERNO UNIV. E/D 100 HJ M7 COLON LISO T/E,9500,review_required,model,0.1136,EXP-13.1,EXP-13.1|EXP-16.2|EXP-13.3,ADM-1.6,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731267,CORDON BUNGY ROLLO 50 MT (G89106),129321,auto_accept,product_lookup,1,EXP-14.2,EXP-14.2,EXP-14.2,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731267,TENSOR C/AISLADOR (G74313),119680,auto_accept,product_lookup,1,EXP-14.2,EXP-14.2,EXP-14.2,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731267,AISLA. ESQUINERO TIPO S1031B,21200,auto_accept,product_lookup,1,EXP-14.2,EXP-14.2,EXP-14.2,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30614527,PETROLEO DIESEL ULTRA,35232,auto_accept,product_lookup,1,EXP-11.3,EXP-11.3,EXP-11.3,True,True
LUIS ANTONIO TORRES JARAMILLO,77,TRASLADO VAQUILLAS,250000,auto_accept,model,0.9105,AF-1.1,AF-1.1|EXP-15.2|EXP-2.3,EXP-15.3,False,True
LUIS ANTONIO TORRES JARAMILLO,77,TRASLADO TERNERAS,100000,review_required,model,0.4643,EXP-14.1,EXP-14.1|EXP-15.3|ADM-1.7,EXP-15.3,False,True
LUIS ANTONIO TORRES JARAMILLO,77,TRASLADO MAQUINARIA,390000,review_required,model,0.3128,EXP-14.1,EXP-14.1|ADM-1.6|EXP-15.3,EXP-15.3,False,True
Entel PCS Telecomunicaciones S.A.,53946349,Servicios de acceso a Internet,21765,auto_accept,model,0.954,ADM-1.2,ADM-1.2|ADM-1.6|EXP-14.1,ADM-1.2,True,True
Entel PCS Telecomunicaciones S.A.,53946349,Servicio Telefónico Móvil,618260,review_required,model,0.4681,ADM-1.2,ADM-1.2|ADM-1.6|EXP-14.1,ADM-1.2,True,True
Entel PCS Telecomunicaciones S.A.,53946349,Larga Distancia Internacional,17522,review_required,model,0.431,ADM-1.2,ADM-1.2|EXP-14.1|ADM-1.6,ADM-1.2,True,True
Entel PCS Telecomunicaciones S.A.,53946349,Otros cobros y descuentos no facturable,20364,review_required,model,0.7116,ADM-1.2,ADM-1.2|EXP-14.1|ADM-1.6,ADM-1.2,True,True
Entel PCS Telecomunicaciones S.A.,53946349,Otros cobros y descuentos,840,auto_accept,model,0.7772,ADM-1.2,ADM-1.2|ADM-1.6|EXP-14.1,ADM-1.2,True,True
ALBERTO JESUS LARA GUZMAN,157,Trabajos eléctricos fundo,736000,review_required,model,0.32,EXP-11.1,EXP-11.1|EXP-9.1|EXP-14.1,EXP-14.4,False,True
Comercial Climent SpA,742798,"CLAVO CORRIENTE 6"" BOLSA (KG)",3528,review_required,model,0.2348,EXP-14.4,EXP-14.4|EXP-14.2|EXP-14.3,EXP-14.2,False,True
Comercial Climent SpA,742798,"CLAVO CORRIENTE 3"" BOLSA (1KG)",4261,review_required,model,0.381,EXP-14.2,EXP-14.2|EXP-8.1|EXP-14.4,EXP-14.2,True,True
Comercial Climent SpA,742798,"CLAVO CORRIENTE 5"" BOLSA(1KG)",3429,review_required,model,0.5121,EXP-14.2,EXP-14.2|EXP-8.1|EXP-16.2,EXP-14.2,True,True
Comercial Climent SpA,742798,"MALLA RASCHEL 80% 2,1MT X M.LINEAL",64706,review_required,model,0.4788,EXP-14.2,EXP-14.2|EXP-4.1|EXP-14.4,EXP-14.2,True,True
JOHN MARCELO CARRILLO SOLDAN,375,MANTENCION Y REPARACION,1770000,review_required,model,0.2496,EXP-14.4,EXP-14.4|EXP-10.4|EXP-10.1,EXP-13.1,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30363559,GASOLINA 93,53726,review_required,model,0.6979,ADM-1.4,ADM-1.4|EXP-11.4|EXP-16.2,ADM-1.4,True,True
HDI SEGUROS S.A.,10276464,Ramo VEHICULOS MOTORIZADOS - HDI/ Poliza 586507 Item 1,48391,auto_accept,model,0.9111,ADM-2.1,ADM-2.1|EXP-15.4|EXP-13.2,ADM-2.1,True,True
HDI SEGUROS S.A.,10276464,Ramo VEHICULOS MOTORIZADOS - HDI/ Poliza 586507 Item 2,96447,auto_accept,model,0.9123,ADM-2.1,ADM-2.1|EXP-15.4|EXP-13.2,ADM-2.1,True,True
HDI SEGUROS S.A.,10276464,Ramo VEHICULOS MOTORIZADOS - HDI/ Poliza 586507 Item 3,79934,auto_accept,model,0.9193,ADM-2.1,ADM-2.1|EXP-15.4|EXP-13.2,ADM-2.1,True,True
HDI SEGUROS S.A.,10276464,Ramo VEHICULOS MOTORIZADOS - HDI/ Poliza 586507 Item 4,80342,auto_accept,model,0.9155,ADM-2.1,ADM-2.1|EXP-15.4|EXP-13.2,ADM-2.1,True,True
HDI SEGUROS S.A.,10276464,Ramo VEHICULOS MOTORIZADOS - HDI/ Poliza 586507 Item 5,84535,auto_accept,model,0.9227,ADM-2.1,ADM-2.1|EXP-15.4|EXP-13.2,ADM-2.1,True,True
SANDRA PAULINA VALLADARES RIOS,43,Arreglo carro forrajero,225000,review_required,model,0.1998,EXP-10.4,EXP-10.4|EXP-9.2|EXP-15.4,EXP-13.1,False,True
SANDRA PAULINA VALLADARES RIOS,43,Mantención tractor 6100 D,195000,review_required,model,0.3693,EXP-13.3,EXP-13.3|EXP-13.1|EXP-10.4,EXP-13.1,False,True
SANDRA PAULINA VALLADARES RIOS,43,Reparación carro,275000,review_required,model,0.2159,EXP-10.4,EXP-10.4|EXP-15.4|EXP-4.1,EXP-13.1,False,True
BANCO BICE,3844577,Comisión por Pagos de Nominas,2453,auto_accept,model,0.8132,ADM-1.7,ADM-1.7|ADM-3.1|EXP-15.5,"|?Impuestos, comisiones, multas",False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,30614573,GASOLINA 93,35263,review_required,model,0.6368,ADM-1.4,ADM-1.4|EXP-11.4|EXP-16.2,EXP-11.4,False,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731283,JERINGA DESECHABLE 10 ML C/AGUJA (L.L.),8100,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-10.3|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731283,JERINGA DESECHABLE 60 ML (L.L.),9375,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-10.3|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731283,JERINGA DESECHABLE 60 ML PUNTA CATETER,8950,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-10.3|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731283,"AGUJA DESECHABLE 18G X 1 1/2""",17400,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-10.3|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731283,"AGUJA DESECHABLE 18G X 1""",17400,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-10.3|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731283,"AGUJA DESECHABLE 21G X 1""",10000,auto_accept,model,0.7804,EXP-2.6,EXP-2.6|EXP-16.1|EXP-2.2,EXP-10.3|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731283,BAJADA DE SUERO MACROGOTA,6250,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-10.3|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731283,TACO DE MADERA X 10 UNID.,21354,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-10.3|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731283,PEGAMENTO BOVIBOND X 210 ML,122727,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-10.3|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731283,VENDA COHESIVA IMPORTADA VERDE,35712,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-10.3|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731283,PINTURA CELO TELL TAIL SPRAY AZU 500CC,98412,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-10.3|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731283,PINTURA CELO TELL TAIL SPRAY ROJ 500CC,98412,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-10.3|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731283,DUPLALIM DESINF. X 5 LT.,53171,auto_accept,product_lookup,1,EXP-10.3,EXP-10.3,EXP-10.3|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731283,TIJERA RECORTE COLAS 205606 SHOOF,9788,auto_accept,product_lookup,1,EXP-2.6,EXP-2.6,EXP-10.3|EXP-2.6,True,False
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731421,MAIZ HOJUELA COLUN X 25 KG,36200,auto_accept,product_lookup,1,EXP-5.3,EXP-5.3,EXP-5.3,True,True
COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LTDA.,30731421,COLMILLO BLANCO X 20KG (ADULTO&CACHORRO),37500,auto_accept,product_lookup,1,EXP-5.3,EXP-5.3,EXP-5.3,True,True
